"site_id","latitude","longitude","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","ind_phen","phenophase","state","first_yes_date","yeartype","dop","year","ind_phen_year","series_yrs"
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2015,5,7,127,2457150,1,"38841_Vocalizing","Calls or songs","MI",2015-05-07,"calendar",127,2015,"38841_Vocalizing_2015",10
10145,42.602543,-83.250992,280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2015,5,23,143,2457166,1,"38933_Individuals on land (rock/log)","Adults observed","MI",2015-05-23,"calendar",143,2015,"38933_Individuals on land (rock/log)_2015",9
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2015,5,6,126,2457149,3,"86969_Vocalizing","Calls or songs","NY",2015-05-06,"calendar",126,2015,"86969_Vocalizing_2015",11
5260,42.454987,-72.345177,338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2015,5,17,137,2457160,4,"91177_Vocalizing","Calls or songs","MA",2015-05-17,"calendar",137,2015,"91177_Vocalizing_2015",10
8496,46.328629,-96.061256,421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2016,4,20,111,2457499,5,"25782_Individuals on land (rock/log)","Adults observed","MN",2016-04-20,"calendar",111,2016,"25782_Individuals on land (rock/log)_2016",10
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2016,5,22,143,2457531,1,"38841_Vocalizing","Calls or songs","MI",2016-05-22,"calendar",143,2016,"38841_Vocalizing_2016",10
10145,42.602543,-83.250992,280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2016,4,16,107,2457495,1,"38933_Individuals on land (rock/log)","Adults observed","MI",2016-04-16,"calendar",107,2016,"38933_Individuals on land (rock/log)_2016",9
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2016,5,7,128,2457516,4,"86969_Vocalizing","Calls or songs","NY",2016-05-07,"calendar",128,2016,"86969_Vocalizing_2016",11
17414,42.936153,-73.433449,337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2016,4,15,106,2457494,4,"103212_Vocalizing","Calls or songs","NY",2016-04-15,"calendar",106,2016,"103212_Vocalizing_2016",10
16876,41.745537,-74.119392,337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2016,3,13,73,2457461,1,"103455_Vocalizing","Calls or songs","NY",2016-03-13,"calendar",73,2016,"103455_Vocalizing_2016",10
16876,41.745537,-74.119392,234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2016,3,20,80,2457468,1,"103456_Vocalizing","Calls or songs","NY",2016-03-20,"calendar",80,2016,"103456_Vocalizing_2016",10
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2016,3,13,73,2457461,1,"103457_Individuals on land (rock/log)","Adults observed","NY",2016-03-13,"calendar",73,2016,"103457_Individuals on land (rock/log)_2016",9
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2016,3,13,73,2457461,1,"103457_Individuals in water (rock/log)","Adults observed","NY",2016-03-13,"calendar",73,2016,"103457_Individuals in water (rock/log)_2016",10
5260,42.454987,-72.345177,307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2017,6,10,161,2457915,2,"12257_Vocalizing","Calls or songs","MA",2017-06-10,"calendar",161,2017,"12257_Vocalizing_2017",10
8496,46.328629,-96.061256,421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2017,5,12,132,2457886,5,"25782_Individuals on land (rock/log)","Adults observed","MN",2017-05-12,"calendar",132,2017,"25782_Individuals on land (rock/log)_2017",10
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2017,5,23,143,2457897,4,"38841_Adults on land","Adults observed","MI",2017-05-23,"calendar",143,2017,"38841_Adults on land_2017",11
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2017,5,13,133,2457887,1,"38841_Vocalizing","Calls or songs","MI",2017-05-13,"calendar",133,2017,"38841_Vocalizing_2017",10
10145,42.602543,-83.250992,280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2017,4,24,114,2457868,2,"38933_Individuals on land (rock/log)","Adults observed","MI",2017-04-24,"calendar",114,2017,"38933_Individuals on land (rock/log)_2017",9
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2017,4,16,106,2457860,5,"86969_Vocalizing","Calls or songs","NY",2017-04-16,"calendar",106,2017,"86969_Vocalizing_2017",11
5260,42.454987,-72.345177,338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2017,7,3,184,2457938,4,"91177_Vocalizing","Calls or songs","MA",2017-07-03,"calendar",184,2017,"91177_Vocalizing_2017",10
17414,42.936153,-73.433449,337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2017,9,9,252,2458006,7,"103212_Vocalizing","Calls or songs","NY",2017-09-09,"calendar",252,2017,"103212_Vocalizing_2017",10
16876,41.745537,-74.119392,337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2017,3,30,89,2457843,1,"103455_Vocalizing","Calls or songs","NY",2017-03-30,"calendar",89,2017,"103455_Vocalizing_2017",10
16876,41.745537,-74.119392,234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2017,3,29,88,2457842,1,"103456_Vocalizing","Calls or songs","NY",2017-03-29,"calendar",88,2017,"103456_Vocalizing_2017",10
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2017,3,30,89,2457843,1,"103457_Individuals on land (rock/log)","Adults observed","NY",2017-03-30,"calendar",89,2017,"103457_Individuals on land (rock/log)_2017",9
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2017,3,29,88,2457842,1,"103457_Individuals in water (rock/log)","Adults observed","NY",2017-03-29,"calendar",88,2017,"103457_Individuals in water (rock/log)_2017",10
22613,32.33926,-110.981728,1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2017,12,30,364,2458118,4,"136798_Individuals on land (rock/log)","Adults observed","AZ",2017-12-30,"calendar",364,2017,"136798_Individuals on land (rock/log)_2017",9
5260,42.454987,-72.345177,307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2018,6,8,159,2458278,4,"12257_Vocalizing","Calls or songs","MA",2018-06-08,"calendar",159,2018,"12257_Vocalizing_2018",10
5260,42.454987,-72.345177,346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2018,5,20,140,2458259,4,"12259_Vocalizing","Calls or songs","MA",2018-05-20,"calendar",140,2018,"12259_Vocalizing_2018",9
8496,46.328629,-96.061256,421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2018,5,6,126,2458245,4,"25782_Individuals on land (rock/log)","Adults observed","MN",2018-05-06,"calendar",126,2018,"25782_Individuals on land (rock/log)_2018",10
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2018,8,8,220,2458339,7,"38841_Adults on land","Adults observed","MI",2018-08-08,"calendar",220,2018,"38841_Adults on land_2018",11
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2018,5,5,125,2458244,1,"38841_Vocalizing","Calls or songs","MI",2018-05-05,"calendar",125,2018,"38841_Vocalizing_2018",10
10145,42.602543,-83.250992,280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2018,5,13,133,2458252,3,"38933_Individuals on land (rock/log)","Adults observed","MI",2018-05-13,"calendar",133,2018,"38933_Individuals on land (rock/log)_2018",9
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2018,5,10,130,2458249,6,"86969_Vocalizing","Calls or songs","NY",2018-05-10,"calendar",130,2018,"86969_Vocalizing_2018",11
5260,42.454987,-72.345177,338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2018,6,8,159,2458278,4,"91177_Vocalizing","Calls or songs","MA",2018-06-08,"calendar",159,2018,"91177_Vocalizing_2018",10
17414,42.936153,-73.433449,337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2018,4,10,100,2458219,2,"103212_Vocalizing","Calls or songs","NY",2018-04-10,"calendar",100,2018,"103212_Vocalizing_2018",10
16876,41.745537,-74.119392,337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2018,3,29,88,2458207,6,"103455_Vocalizing","Calls or songs","NY",2018-03-29,"calendar",88,2018,"103455_Vocalizing_2018",10
16876,41.745537,-74.119392,234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2018,5,30,150,2458269,1,"103456_Vocalizing","Calls or songs","NY",2018-05-30,"calendar",150,2018,"103456_Vocalizing_2018",10
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2018,4,18,108,2458227,5,"103457_Individuals on land (rock/log)","Adults observed","NY",2018-04-18,"calendar",108,2018,"103457_Individuals on land (rock/log)_2018",9
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2018,3,31,90,2458209,1,"103457_Individuals in water (rock/log)","Adults observed","NY",2018-03-31,"calendar",90,2018,"103457_Individuals in water (rock/log)_2018",10
22613,32.33926,-110.981728,1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2018,1,16,16,2458135,7,"136798_Individuals on land (rock/log)","Adults observed","AZ",2018-01-16,"calendar",16,2018,"136798_Individuals on land (rock/log)_2018",9
5260,42.454987,-72.345177,307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2019,5,6,126,2458610,2,"12257_Vocalizing","Calls or songs","MA",2019-05-06,"calendar",126,2019,"12257_Vocalizing_2019",10
5260,42.454987,-72.345177,346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2019,6,8,159,2458643,1,"12259_Vocalizing","Calls or songs","MA",2019-06-08,"calendar",159,2019,"12259_Vocalizing_2019",9
8496,46.328629,-96.061256,421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2019,5,1,121,2458605,6,"25782_Individuals on land (rock/log)","Adults observed","MN",2019-05-01,"calendar",121,2019,"25782_Individuals on land (rock/log)_2019",10
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2019,7,29,210,2458694,3,"38841_Adults on land","Adults observed","MI",2019-07-29,"calendar",210,2019,"38841_Adults on land_2019",11
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2019,5,7,127,2458611,4,"86969_Vocalizing","Calls or songs","NY",2019-05-07,"calendar",127,2019,"86969_Vocalizing_2019",11
5260,42.454987,-72.345177,338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2019,6,17,168,2458652,6,"91177_Vocalizing","Calls or songs","MA",2019-06-17,"calendar",168,2019,"91177_Vocalizing_2019",10
17414,42.936153,-73.433449,337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2019,4,6,96,2458580,7,"103212_Vocalizing","Calls or songs","NY",2019-04-06,"calendar",96,2019,"103212_Vocalizing_2019",10
16876,41.745537,-74.119392,337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2019,3,30,89,2458573,4,"103455_Vocalizing","Calls or songs","NY",2019-03-30,"calendar",89,2019,"103455_Vocalizing_2019",10
16876,41.745537,-74.119392,234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2019,4,3,93,2458577,1,"103456_Vocalizing","Calls or songs","NY",2019-04-03,"calendar",93,2019,"103456_Vocalizing_2019",10
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2019,4,4,94,2458578,1,"103457_Individuals on land (rock/log)","Adults observed","NY",2019-04-04,"calendar",94,2019,"103457_Individuals on land (rock/log)_2019",9
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2019,4,3,93,2458577,1,"103457_Individuals in water (rock/log)","Adults observed","NY",2019-04-03,"calendar",93,2019,"103457_Individuals in water (rock/log)_2019",10
22613,32.33926,-110.981728,1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2019,3,26,85,2458569,5,"136798_Individuals on land (rock/log)","Adults observed","AZ",2019-03-26,"calendar",85,2019,"136798_Individuals on land (rock/log)_2019",9
5260,42.454987,-72.345177,307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2020,5,22,143,2458992,7,"12257_Vocalizing","Calls or songs","MA",2020-05-22,"calendar",143,2020,"12257_Vocalizing_2020",10
5260,42.454987,-72.345177,346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2020,4,4,95,2458944,1,"12259_Vocalizing","Calls or songs","MA",2020-04-04,"calendar",95,2020,"12259_Vocalizing_2020",9
8496,46.328629,-96.061256,421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2020,4,29,120,2458969,6,"25782_Individuals on land (rock/log)","Adults observed","MN",2020-04-29,"calendar",120,2020,"25782_Individuals on land (rock/log)_2020",10
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2020,4,30,121,2458970,1,"38841_Vocalizing","Calls or songs","MI",2020-04-30,"calendar",121,2020,"38841_Vocalizing_2020",10
10145,42.602543,-83.250992,280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2020,5,1,122,2458971,1,"38933_Individuals on land (rock/log)","Adults observed","MI",2020-05-01,"calendar",122,2020,"38933_Individuals on land (rock/log)_2020",9
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2020,5,14,135,2458984,3,"86969_Vocalizing","Calls or songs","NY",2020-05-14,"calendar",135,2020,"86969_Vocalizing_2020",11
5260,42.454987,-72.345177,338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2020,5,24,145,2458994,1,"91177_Vocalizing","Calls or songs","MA",2020-05-24,"calendar",145,2020,"91177_Vocalizing_2020",10
17414,42.936153,-73.433449,337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2020,3,20,80,2458929,5,"103212_Vocalizing","Calls or songs","NY",2020-03-20,"calendar",80,2020,"103212_Vocalizing_2020",10
16876,41.745537,-74.119392,337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2020,3,18,78,2458927,2,"103455_Vocalizing","Calls or songs","NY",2020-03-18,"calendar",78,2020,"103455_Vocalizing_2020",10
16876,41.745537,-74.119392,234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2020,3,10,70,2458919,5,"103456_Vocalizing","Calls or songs","NY",2020-03-10,"calendar",70,2020,"103456_Vocalizing_2020",10
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2020,3,18,78,2458927,2,"103457_Individuals on land (rock/log)","Adults observed","NY",2020-03-18,"calendar",78,2020,"103457_Individuals on land (rock/log)_2020",9
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2020,7,30,212,2459061,6,"103457_Individuals in water (rock/log)","Adults observed","NY",2020-07-30,"calendar",212,2020,"103457_Individuals in water (rock/log)_2020",10
22613,32.33926,-110.981728,1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2020,12,8,343,2459192,7,"136798_Individuals on land (rock/log)","Adults observed","AZ",2020-12-08,"calendar",343,2020,"136798_Individuals on land (rock/log)_2020",9
5260,42.454987,-72.345177,307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2021,5,21,141,2459356,2,"12257_Vocalizing","Calls or songs","MA",2021-05-21,"calendar",141,2021,"12257_Vocalizing_2021",10
5260,42.454987,-72.345177,346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2021,4,3,93,2459308,1,"12259_Vocalizing","Calls or songs","MA",2021-04-03,"calendar",93,2021,"12259_Vocalizing_2021",9
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2021,6,29,180,2459395,1,"38841_Adults on land","Adults observed","MI",2021-06-29,"calendar",180,2021,"38841_Adults on land_2021",11
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2021,5,3,123,2459338,1,"38841_Vocalizing","Calls or songs","MI",2021-05-03,"calendar",123,2021,"38841_Vocalizing_2021",10
10145,42.602543,-83.250992,280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2021,3,21,80,2459295,1,"38933_Individuals on land (rock/log)","Adults observed","MI",2021-03-21,"calendar",80,2021,"38933_Individuals on land (rock/log)_2021",9
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2021,5,13,133,2459348,4,"86969_Vocalizing","Calls or songs","NY",2021-05-13,"calendar",133,2021,"86969_Vocalizing_2021",11
5260,42.454987,-72.345177,338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2021,5,3,123,2459338,2,"91177_Vocalizing","Calls or songs","MA",2021-05-03,"calendar",123,2021,"91177_Vocalizing_2021",10
17414,42.936153,-73.433449,337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2021,3,25,84,2459299,4,"103212_Vocalizing","Calls or songs","NY",2021-03-25,"calendar",84,2021,"103212_Vocalizing_2021",10
16876,41.745537,-74.119392,337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2021,3,31,90,2459305,1,"103455_Vocalizing","Calls or songs","NY",2021-03-31,"calendar",90,2021,"103455_Vocalizing_2021",10
16876,41.745537,-74.119392,234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2021,4,5,95,2459310,1,"103456_Vocalizing","Calls or songs","NY",2021-04-05,"calendar",95,2021,"103456_Vocalizing_2021",10
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2021,3,30,89,2459304,1,"103457_Individuals on land (rock/log)","Adults observed","NY",2021-03-30,"calendar",89,2021,"103457_Individuals on land (rock/log)_2021",9
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2021,3,29,88,2459303,7,"103457_Individuals in water (rock/log)","Adults observed","NY",2021-03-29,"calendar",88,2021,"103457_Individuals in water (rock/log)_2021",10
22613,32.33926,-110.981728,1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2021,3,2,61,2459276,7,"136798_Individuals on land (rock/log)","Adults observed","AZ",2021-03-02,"calendar",61,2021,"136798_Individuals on land (rock/log)_2021",9
5260,42.454987,-72.345177,307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2022,5,14,134,2459714,2,"12257_Vocalizing","Calls or songs","MA",2022-05-14,"calendar",134,2022,"12257_Vocalizing_2022",10
5260,42.454987,-72.345177,346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2022,4,5,95,2459675,1,"12259_Vocalizing","Calls or songs","MA",2022-04-05,"calendar",95,2022,"12259_Vocalizing_2022",9
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2022,5,16,136,2459716,1,"38841_Adults on land","Adults observed","MI",2022-05-16,"calendar",136,2022,"38841_Adults on land_2022",11
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2022,5,14,134,2459714,1,"38841_Vocalizing","Calls or songs","MI",2022-05-14,"calendar",134,2022,"38841_Vocalizing_2022",10
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2022,4,14,104,2459684,4,"86969_Vocalizing","Calls or songs","NY",2022-04-14,"calendar",104,2022,"86969_Vocalizing_2022",11
5260,42.454987,-72.345177,338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2022,5,11,131,2459711,4,"91177_Vocalizing","Calls or songs","MA",2022-05-11,"calendar",131,2022,"91177_Vocalizing_2022",10
17414,42.936153,-73.433449,337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2022,4,5,95,2459675,5,"103212_Vocalizing","Calls or songs","NY",2022-04-05,"calendar",95,2022,"103212_Vocalizing_2022",10
16876,41.745537,-74.119392,337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2022,3,21,80,2459660,7,"103455_Vocalizing","Calls or songs","NY",2022-03-21,"calendar",80,2022,"103455_Vocalizing_2022",10
16876,41.745537,-74.119392,234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2022,3,21,80,2459660,7,"103456_Vocalizing","Calls or songs","NY",2022-03-21,"calendar",80,2022,"103456_Vocalizing_2022",10
16876,41.745537,-74.119392,280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2022,3,22,81,2459661,1,"103457_Individuals in water (rock/log)","Adults observed","NY",2022-03-22,"calendar",81,2022,"103457_Individuals in water (rock/log)_2022",10
22613,32.33926,-110.981728,1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2022,3,15,74,2459654,7,"136798_Individuals on land (rock/log)","Adults observed","AZ",2022-03-15,"calendar",74,2022,"136798_Individuals on land (rock/log)_2022",9
5260,42.454987,-72.345177,307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2023,5,12,132,2460077,5,"12257_Vocalizing","Calls or songs","MA",2023-05-12,"calendar",132,2023,"12257_Vocalizing_2023",10
5260,42.454987,-72.345177,346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2023,4,13,103,2460048,1,"12259_Vocalizing","Calls or songs","MA",2023-04-13,"calendar",103,2023,"12259_Vocalizing_2023",9
8496,46.328629,-96.061256,421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2023,5,29,149,2460094,6,"25782_Individuals on land (rock/log)","Adults observed","MN",2023-05-29,"calendar",149,2023,"25782_Individuals on land (rock/log)_2023",10
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2023,5,10,130,2460075,1,"38841_Adults on land","Adults observed","MI",2023-05-10,"calendar",130,2023,"38841_Adults on land_2023",11
10145,42.602543,-83.250992,230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2023,5,10,130,2460075,1,"38841_Vocalizing","Calls or songs","MI",2023-05-10,"calendar",130,2023,"38841_Vocalizing_2023",10
10145,42.602543,-83.250992,280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2023,4,9,99,2460044,1,"38933_Individuals on land (rock/log)","Adults observed","MI",2023-04-09,"calendar",99,2023,"38933_Individuals on land (rock/log)_2023",9
17414,42.936153,-73.433449,338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2023,4,15,105,2460050,2,"86969_Vocalizing","Calls or songs","NY",2023-04-15,"calendar",105,2023,"86969_Vocalizing_2023",11
5260,42.454987,-72.345177,338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2023,4,14,104,2460049,1,"91177_Vocalizing","Calls or songs","MA",2023-04-14,"calendar",104,2023,"91177_Vocalizing_2023",10
