"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","summer_year","first_yes_date","dosy","dop","year","series_yrs","seasonally_inactive","active_jan1","ind_phen_year"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2011,10,9,282,2455844,3,2011,10,9,282,2455844,4,"16053_Young individuals","Young observed",2012,2011-10-09,101,282,2011,12,NA,NA,"16053_Young individuals_2011"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2012,6,1,153,2456080,5,2012,6,1,153,2456080,2,"16050_Young individuals","Young observed",2012,2012-06-01,337,153,2012,14,NA,NA,"16050_Young individuals_2012"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2012,11,25,330,2456257,4,2012,11,25,330,2456257,4,"16051_Male combat (horn/antler)","Mating activity",2013,2012-11-25,148,148,2013,10,NA,NA,"16051_Male combat (horn/antler)_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2012,3,29,89,2456016,4,2012,8,12,225,2456152,7,"16052_Fruit/seed consumption","Feeding",2012,2012-03-29,273,89,2012,15,NA,NA,"16052_Fruit/seed consumption_2012"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2012,4,22,113,2456040,3,2012,4,22,113,2456040,4,"16052_Nut gathering","Feeding",2012,2012-04-22,297,113,2012,14,NA,NA,"16052_Nut gathering_2012"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2012,6,1,153,2456080,5,2012,6,1,153,2456080,2,"16052_Young individuals","Young observed",2012,2012-06-01,337,153,2012,12,NA,NA,"16052_Young individuals_2012"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2012,4,29,120,2456047,1,2012,4,29,120,2456047,13,"25350_Fruit/seed consumption","Feeding",2012,2012-04-29,304,120,2012,11,NA,NA,"25350_Fruit/seed consumption_2012"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2012,8,28,241,2456168,3,2012,8,28,241,2456168,4,"25350_Nut gathering","Feeding",2013,2012-08-28,59,241,2012,10,NA,NA,"25350_Nut gathering_2012"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2013,6,6,157,2456450,4,2013,6,6,157,2456450,3,"16050_Young individuals","Young observed",2013,2013-06-06,341,157,2013,14,NA,NA,"16050_Young individuals_2013"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2013,10,20,293,2456586,2,2013,10,20,293,2456586,7,"16051_Males vocalizing","Mating activity",2014,2013-10-20,112,112,2014,13,NA,NA,"16051_Males vocalizing_2014"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2013,2,28,59,2456352,4,2013,3,3,62,2456355,11,"16051_Young individuals","Young observed",2013,2013-02-28,243,59,2013,14,NA,NA,"16051_Young individuals_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2013,4,25,115,2456408,4,2013,4,28,118,2456411,4,"16052_Fruit/seed consumption","Feeding",2013,2013-04-25,299,115,2013,15,NA,NA,"16052_Fruit/seed consumption_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2013,4,28,118,2456411,3,2013,4,28,118,2456411,4,"16052_Nut gathering","Feeding",2013,2013-04-28,302,118,2013,14,NA,NA,"16052_Nut gathering_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2013,6,23,174,2456467,3,2013,8,1,213,2456506,38,"16052_Young individuals","Young observed",2013,2013-06-23,358,174,2013,12,NA,NA,"16052_Young individuals_2013"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2013,4,25,115,2456408,4,2013,4,25,115,2456408,3,"16053_Young individuals","Young observed",2013,2013-04-25,299,115,2013,12,NA,NA,"16053_Young individuals_2013"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2013,1,6,6,2456299,3,2013,1,6,6,2456299,4,"25350_Fruit/seed consumption","Feeding",2013,2013-01-06,190,6,2013,11,NA,NA,"25350_Fruit/seed consumption_2013"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2013,1,6,6,2456299,3,2013,1,6,6,2456299,4,"25350_Nut gathering","Feeding",2013,2013-01-06,190,6,2013,10,NA,NA,"25350_Nut gathering_2013"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2013,6,21,172,2456465,7,2013,6,21,172,2456465,5,"33832_Young individuals","Young observed",2013,2013-06-21,356,172,2013,11,NA,NA,"33832_Young individuals_2013"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2013,9,27,270,2456563,1,2013,9,27,270,2456563,1,"38885_Nut gathering","Feeding",2014,2013-09-27,89,270,2013,9,NA,NA,"38885_Nut gathering_2013"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2013,5,3,123,2456416,1,2013,5,3,123,2456416,1,"38896_Nut gathering","Feeding",2013,2013-05-03,307,123,2013,9,NA,NA,"38896_Nut gathering_2013"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2013,7,21,202,2456495,1,2013,7,21,202,2456495,1,"38973_Young individuals","Young observed",2014,2013-07-21,21,202,2013,10,NA,NA,"38973_Young individuals_2013"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2013,6,26,177,2456470,2,2013,6,28,179,2456472,1,"38980_Young individuals","Young observed",2013,2013-06-26,361,177,2013,12,NA,NA,"38980_Young individuals_2013"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2014,10,5,278,2456936,2,2014,10,9,282,2456940,8,"16050_Young individuals","Young observed",2015,2014-10-05,97,278,2014,14,NA,NA,"16050_Young individuals_2014"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2014,10,9,282,2456940,4,2014,10,17,290,2456948,2,"16051_Males vocalizing","Mating activity",2015,2014-10-09,101,101,2015,13,NA,NA,"16051_Males vocalizing_2015"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2014,1,23,23,2456681,3,2014,1,23,23,2456681,4,"16051_Young individuals","Young observed",2014,2014-01-23,207,23,2014,14,NA,NA,"16051_Young individuals_2014"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2014,10,5,278,2456936,2,2014,10,9,282,2456940,8,"16052_Fruit/seed consumption","Feeding",2015,2014-10-05,97,278,2014,15,NA,NA,"16052_Fruit/seed consumption_2014"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2014,5,1,121,2456779,6,2014,5,1,121,2456779,8,"16052_Nut gathering","Feeding",2014,2014-05-01,305,121,2014,14,NA,NA,"16052_Nut gathering_2014"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2014,1,11,11,2456669,6,2014,1,18,18,2456676,8,"25350_Fruit/seed consumption","Feeding",2014,2014-01-11,195,11,2014,11,NA,NA,"25350_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2014,9,14,257,2456915,4,2014,9,14,257,2456915,3,"25350_Nut gathering","Feeding",2015,2014-09-14,76,257,2014,10,NA,NA,"25350_Nut gathering_2014"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2014,5,22,142,2456800,6,2014,6,20,171,2456829,5,"33832_Young individuals","Young observed",2014,2014-05-22,326,142,2014,11,NA,NA,"33832_Young individuals_2014"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2014,9,9,252,2456910,1,2014,9,9,252,2456910,1,"38884_Young individuals","Young observed",2015,2014-09-09,71,252,2014,11,NA,NA,"38884_Young individuals_2014"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2014,6,9,160,2456818,1,2014,6,9,160,2456818,2,"38885_Nut gathering","Feeding",2014,2014-06-09,344,160,2014,9,NA,NA,"38885_Nut gathering_2014"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2014,9,3,246,2456904,1,2014,9,5,248,2456906,1,"38896_Nut gathering","Feeding",2015,2014-09-03,65,246,2014,9,NA,NA,"38896_Nut gathering_2014"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2014,6,26,177,2456835,1,2014,7,1,182,2456840,1,"38980_Young individuals","Young observed",2014,2014-06-26,361,177,2014,12,NA,NA,"38980_Young individuals_2014"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2015,6,24,175,2457198,5,2015,6,24,175,2457198,19,"16050_Young individuals","Young observed",2015,2015-06-24,359,175,2015,14,NA,NA,"16050_Young individuals_2015"
