"site_id","latitude","longitude","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","ind_phen","phenophase","state","series_yrs","first_yes_date","summer_year","water_year","dosy","dowy","yeartype","dop","year","ind_phen_year"
9,43.097801,-87.892998,20,"Lonicera","tatarica-arnoldred","Arnold Red honeysuckle","Plantae",17,210,"Open flowers (honeysuckle)",2009,5,16,136,2454968,5,"17_Open flowers (honeysuckle)","Open flowers","WI",17,2009-05-16,2009,2009,320,228,"calendar",136,2009,"17_Open flowers (honeysuckle)_2009"
9,43.097801,-87.892998,20,"Lonicera","tatarica-arnoldred","Arnold Red honeysuckle","Plantae",17,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,9,99,2454931,1,"17_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",17,2009-04-09,2009,2009,283,191,"calendar",99,2009,"17_Breaking leaf buds (lilac/honeysuckle)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",56,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,16,106,2454938,2,"56_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",17,2009-04-16,2009,2009,290,198,"calendar",106,2009,"56_Breaking leaf buds (lilac/honeysuckle)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",57,205,"Open flowers (lilac)",2009,5,17,137,2454969,1,"57_Open flowers (lilac)","Open flowers","WI",16,2009-05-17,2009,2009,321,229,"calendar",137,2009,"57_Open flowers (lilac)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",57,206,"Full flowering (lilac)",2009,5,21,141,2454973,1,"57_Full flowering (lilac)","Open flowers","WI",16,2009-05-21,2009,2009,325,233,"calendar",141,2009,"57_Full flowering (lilac)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",57,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,9,99,2454931,1,"57_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",17,2009-04-09,2009,2009,283,191,"calendar",99,2009,"57_Breaking leaf buds (lilac/honeysuckle)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",58,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,10,100,2454932,1,"58_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",9,2009-04-10,2009,2009,284,192,"calendar",100,2009,"58_Breaking leaf buds (lilac/honeysuckle)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",59,205,"Open flowers (lilac)",2009,5,20,140,2454972,3,"59_Open flowers (lilac)","Open flowers","WI",17,2009-05-20,2009,2009,324,232,"calendar",140,2009,"59_Open flowers (lilac)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",59,206,"Full flowering (lilac)",2009,5,21,141,2454973,1,"59_Full flowering (lilac)","Open flowers","WI",17,2009-05-21,2009,2009,325,233,"calendar",141,2009,"59_Full flowering (lilac)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",59,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,10,100,2454932,1,"59_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",17,2009-04-10,2009,2009,284,192,"calendar",100,2009,"59_Breaking leaf buds (lilac/honeysuckle)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",60,205,"Open flowers (lilac)",2009,5,17,137,2454969,1,"60_Open flowers (lilac)","Open flowers","WI",17,2009-05-17,2009,2009,321,229,"calendar",137,2009,"60_Open flowers (lilac)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",60,206,"Full flowering (lilac)",2009,5,20,140,2454972,3,"60_Full flowering (lilac)","Open flowers","WI",17,2009-05-20,2009,2009,324,232,"calendar",140,2009,"60_Full flowering (lilac)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",60,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,23,113,2454945,1,"60_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",17,2009-04-23,2009,2009,297,205,"calendar",113,2009,"60_Breaking leaf buds (lilac/honeysuckle)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",61,205,"Open flowers (lilac)",2009,5,20,140,2454972,3,"61_Open flowers (lilac)","Open flowers","WI",17,2009-05-20,2009,2009,324,232,"calendar",140,2009,"61_Open flowers (lilac)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",61,206,"Full flowering (lilac)",2009,5,24,144,2454976,2,"61_Full flowering (lilac)","Open flowers","WI",17,2009-05-24,2009,2009,328,236,"calendar",144,2009,"61_Full flowering (lilac)_2009"
9,43.097801,-87.892998,36,"Syringa","vulgaris","common lilac","Plantae",61,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,17,107,2454939,1,"61_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",17,2009-04-17,2009,2009,291,199,"calendar",107,2009,"61_Breaking leaf buds (lilac/honeysuckle)_2009"
101,37.169998,-98.029999,36,"Syringa","vulgaris","common lilac","Plantae",430,206,"Full flowering (lilac)",2009,4,23,113,2454945,4,"430_Full flowering (lilac)","Open flowers","KS",10,2009-04-23,2009,2009,297,205,"calendar",113,2009,"430_Full flowering (lilac)_2009"
2,43.08535,-70.69133,73,"Forsythia","spp.","forsythia","Plantae",519,501,"Open flowers",2009,4,19,109,2454941,2,"519_Open flowers","Open flowers","ME",13,2009-04-19,2009,2009,293,201,"calendar",109,2009,"519_Open flowers_2009"
119,43.722694,-83.057693,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",897,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,19,109,2454941,1,"897_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","MI",9,2009-04-19,2009,2009,293,201,"calendar",109,2009,"897_Breaking leaf buds (lilac/honeysuckle)_2009"
1109,44.750778,-108.767281,75,"Fraxinus","pennsylvanica","green ash","Plantae",1385,371,"Breaking leaf buds",2009,5,10,130,2454962,1,"1385_Breaking leaf buds","Leaf budburst","WY",16,2009-05-10,2009,2009,314,222,"calendar",130,2009,"1385_Breaking leaf buds_2009"
1109,44.750778,-108.767281,75,"Fraxinus","pennsylvanica","green ash","Plantae",1385,501,"Open flowers",2009,5,4,124,2454956,1,"1385_Open flowers","Open flowers","WY",15,2009-05-04,2009,2009,308,216,"calendar",124,2009,"1385_Open flowers_2009"
1109,44.750778,-108.767281,29,"Prunus","virginiana","chokecherry","Plantae",1386,371,"Breaking leaf buds",2009,4,12,102,2454934,2,"1386_Breaking leaf buds","Leaf budburst","WY",17,2009-04-12,2009,2009,286,194,"calendar",102,2009,"1386_Breaking leaf buds_2009"
1109,44.750778,-108.767281,29,"Prunus","virginiana","chokecherry","Plantae",1386,390,"Ripe fruits",2009,7,27,208,2455040,5,"1386_Ripe fruits","Ripe fruits","WY",11,2009-07-27,2010,2009,27,300,"calendar",208,2009,"1386_Ripe fruits_2009"
1109,44.750778,-108.767281,29,"Prunus","virginiana","chokecherry","Plantae",1386,501,"Open flowers",2009,5,18,138,2454970,1,"1386_Open flowers","Open flowers","WY",15,2009-05-18,2009,2009,322,230,"calendar",138,2009,"1386_Open flowers_2009"
1109,44.750778,-108.767281,36,"Syringa","vulgaris","common lilac","Plantae",1387,205,"Open flowers (lilac)",2009,5,17,137,2454969,1,"1387_Open flowers (lilac)","Open flowers","WY",17,2009-05-17,2009,2009,321,229,"calendar",137,2009,"1387_Open flowers (lilac)_2009"
1109,44.750778,-108.767281,36,"Syringa","vulgaris","common lilac","Plantae",1387,206,"Full flowering (lilac)",2009,5,21,141,2454973,1,"1387_Full flowering (lilac)","Open flowers","WY",14,2009-05-21,2009,2009,325,233,"calendar",141,2009,"1387_Full flowering (lilac)_2009"
1109,44.750778,-108.767281,36,"Syringa","vulgaris","common lilac","Plantae",1387,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,18,108,2454940,2,"1387_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WY",17,2009-04-18,2009,2009,292,200,"calendar",108,2009,"1387_Breaking leaf buds (lilac/honeysuckle)_2009"
1274,47.754948,-122.357971,92,"Symphoricarpos","albus","common snowberry","Plantae",1849,371,"Breaking leaf buds",2009,3,23,82,2454914,7,"1849_Breaking leaf buds","Leaf budburst","WA",10,2009-03-23,2009,2009,266,174,"calendar",82,2009,"1849_Breaking leaf buds_2009"
1274,47.754948,-122.357971,92,"Symphoricarpos","albus","common snowberry","Plantae",1849,501,"Open flowers",2009,8,3,215,2455047,7,"1849_Open flowers","Open flowers","WA",9,2009-08-03,2010,2009,34,307,"calendar",215,2009,"1849_Open flowers_2009"
126,43.655094,-83.246109,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",1913,205,"Open flowers (lilac)",2009,5,14,134,2454966,1,"1913_Open flowers (lilac)","Open flowers","MI",11,2009-05-14,2009,2009,318,226,"calendar",134,2009,"1913_Open flowers (lilac)_2009"
126,43.655094,-83.246109,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",1913,206,"Full flowering (lilac)",2009,5,17,137,2454969,1,"1913_Full flowering (lilac)","Open flowers","MI",12,2009-05-17,2009,2009,321,229,"calendar",137,2009,"1913_Full flowering (lilac)_2009"
126,43.655094,-83.246109,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",1914,205,"Open flowers (lilac)",2009,5,14,134,2454966,1,"1914_Open flowers (lilac)","Open flowers","MI",10,2009-05-14,2009,2009,318,226,"calendar",134,2009,"1914_Open flowers (lilac)_2009"
126,43.655094,-83.246109,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",1914,206,"Full flowering (lilac)",2009,5,17,137,2454969,1,"1914_Full flowering (lilac)","Open flowers","MI",11,2009-05-17,2009,2009,321,229,"calendar",137,2009,"1914_Full flowering (lilac)_2009"
126,43.655094,-83.246109,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",1915,205,"Open flowers (lilac)",2009,5,14,134,2454966,1,"1915_Open flowers (lilac)","Open flowers","MI",11,2009-05-14,2009,2009,318,226,"calendar",134,2009,"1915_Open flowers (lilac)_2009"
126,43.655094,-83.246109,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",1915,206,"Full flowering (lilac)",2009,5,17,137,2454969,1,"1915_Full flowering (lilac)","Open flowers","MI",12,2009-05-17,2009,2009,321,229,"calendar",137,2009,"1915_Full flowering (lilac)_2009"
126,43.655094,-83.246109,20,"Lonicera","tatarica-arnoldred","Arnold Red honeysuckle","Plantae",1916,210,"Open flowers (honeysuckle)",2009,5,14,134,2454966,1,"1916_Open flowers (honeysuckle)","Open flowers","MI",11,2009-05-14,2009,2009,318,226,"calendar",134,2009,"1916_Open flowers (honeysuckle)_2009"
1327,42.546036,-71.3545,73,"Forsythia","spp.","forsythia","Plantae",1975,371,"Breaking leaf buds",2009,4,18,108,2454940,2,"1975_Breaking leaf buds","Leaf budburst","MA",12,2009-04-18,2009,2009,292,200,"calendar",108,2009,"1975_Breaking leaf buds_2009"
1327,42.546036,-71.3545,73,"Forsythia","spp.","forsythia","Plantae",1975,501,"Open flowers",2009,4,11,101,2454933,3,"1975_Open flowers","Open flowers","MA",15,2009-04-11,2009,2009,285,193,"calendar",101,2009,"1975_Open flowers_2009"
1327,42.546036,-71.3545,12,"Cornus","florida","flowering dogwood","Plantae",1976,371,"Breaking leaf buds",2009,4,22,112,2454944,2,"1976_Breaking leaf buds","Leaf budburst","MA",14,2009-04-22,2009,2009,296,204,"calendar",112,2009,"1976_Breaking leaf buds_2009"
1327,42.546036,-71.3545,12,"Cornus","florida","flowering dogwood","Plantae",1976,501,"Open flowers",2009,5,8,128,2454960,6,"1976_Open flowers","Open flowers","MA",12,2009-05-08,2009,2009,312,220,"calendar",128,2009,"1976_Open flowers_2009"
443,42.304653,-83.70118,3,"Acer","rubrum","red maple","Plantae",1977,371,"Breaking leaf buds",2009,4,18,108,2454940,7,"1977_Breaking leaf buds","Leaf budburst","MI",14,2009-04-18,2009,2009,292,200,"calendar",108,2009,"1977_Breaking leaf buds_2009"
443,42.304653,-83.70118,3,"Acer","rubrum","red maple","Plantae",1977,390,"Ripe fruits",2009,5,21,141,2454973,7,"1977_Ripe fruits","Ripe fruits","MI",14,2009-05-21,2009,2009,325,233,"calendar",141,2009,"1977_Ripe fruits_2009"
443,42.304653,-83.70118,80,"Juglans","nigra","black walnut","Plantae",1978,371,"Breaking leaf buds",2009,4,27,117,2454949,2,"1978_Breaking leaf buds","Leaf budburst","MI",12,2009-04-27,2009,2009,301,209,"calendar",117,2009,"1978_Breaking leaf buds_2009"
443,42.304653,-83.70118,64,"Amelanchier","canadensis","Canadian serviceberry","Plantae",1980,371,"Breaking leaf buds",2009,4,4,94,2454926,3,"1980_Breaking leaf buds","Leaf budburst","MI",16,2009-04-04,2009,2009,278,186,"calendar",94,2009,"1980_Breaking leaf buds_2009"
443,42.304653,-83.70118,64,"Amelanchier","canadensis","Canadian serviceberry","Plantae",1980,501,"Open flowers",2009,4,27,117,2454949,2,"1980_Open flowers","Open flowers","MI",14,2009-04-27,2009,2009,301,209,"calendar",117,2009,"1980_Open flowers_2009"
217,43.387383,-88.022522,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2085,205,"Open flowers (lilac)",2009,5,21,141,2454973,1,"2085_Open flowers (lilac)","Open flowers","WI",9,2009-05-21,2009,2009,325,233,"calendar",141,2009,"2085_Open flowers (lilac)_2009"
217,43.387383,-88.022522,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2085,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,20,110,2454942,3,"2085_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",10,2009-04-20,2009,2009,294,202,"calendar",110,2009,"2085_Breaking leaf buds (lilac/honeysuckle)_2009"
217,43.387383,-88.022522,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2086,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,22,112,2454944,2,"2086_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",10,2009-04-22,2009,2009,296,204,"calendar",112,2009,"2086_Breaking leaf buds (lilac/honeysuckle)_2009"
217,43.387383,-88.022522,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2087,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,22,112,2454944,2,"2087_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",10,2009-04-22,2009,2009,296,204,"calendar",112,2009,"2087_Breaking leaf buds (lilac/honeysuckle)_2009"
217,43.387383,-88.022522,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2089,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,20,110,2454942,3,"2089_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",10,2009-04-20,2009,2009,294,202,"calendar",110,2009,"2089_Breaking leaf buds (lilac/honeysuckle)_2009"
217,43.387383,-88.022522,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2090,373,"Breaking leaf buds (lilac/honeysuckle)",2009,4,22,112,2454944,2,"2090_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","WI",10,2009-04-22,2009,2009,296,204,"calendar",112,2009,"2090_Breaking leaf buds (lilac/honeysuckle)_2009"
2,43.08535,-70.69133,36,"Syringa","vulgaris","common lilac","Plantae",2099,205,"Open flowers (lilac)",2009,5,20,140,2454972,1,"2099_Open flowers (lilac)","Open flowers","ME",11,2009-05-20,2009,2009,324,232,"calendar",140,2009,"2099_Open flowers (lilac)_2009"
2,43.08535,-70.69133,36,"Syringa","vulgaris","common lilac","Plantae",2099,206,"Full flowering (lilac)",2009,5,25,145,2454977,5,"2099_Full flowering (lilac)","Open flowers","ME",10,2009-05-25,2009,2009,329,237,"calendar",145,2009,"2099_Full flowering (lilac)_2009"
2,43.08535,-70.69133,73,"Forsythia","spp.","forsythia","Plantae",2100,501,"Open flowers",2009,4,19,109,2454941,2,"2100_Open flowers","Open flowers","ME",14,2009-04-19,2009,2009,293,201,"calendar",109,2009,"2100_Open flowers_2009"
2,43.08535,-70.69133,73,"Forsythia","spp.","forsythia","Plantae",2101,501,"Open flowers",2009,4,19,109,2454941,2,"2101_Open flowers","Open flowers","ME",13,2009-04-19,2009,2009,293,201,"calendar",109,2009,"2101_Open flowers_2009"
2,43.08535,-70.69133,28,"Prunus","serotina","black cherry","Plantae",2106,371,"Breaking leaf buds",2009,4,4,94,2454926,4,"2106_Breaking leaf buds","Leaf budburst","ME",12,2009-04-04,2009,2009,278,186,"calendar",94,2009,"2106_Breaking leaf buds_2009"
2,43.08535,-70.69133,28,"Prunus","serotina","black cherry","Plantae",2106,501,"Open flowers",2009,5,25,145,2454977,6,"2106_Open flowers","Open flowers","ME",9,2009-05-25,2009,2009,329,237,"calendar",145,2009,"2106_Open flowers_2009"
2,43.08535,-70.69133,99,"Betula","papyrifera","paper birch","Plantae",2111,371,"Breaking leaf buds",2009,4,16,106,2454938,1,"2111_Breaking leaf buds","Leaf budburst","ME",12,2009-04-16,2009,2009,290,198,"calendar",106,2009,"2111_Breaking leaf buds_2009"
113,42.241814,-83.693382,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2153,373,"Breaking leaf buds (lilac/honeysuckle)",2009,3,17,76,2454908,1,"2153_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","MI",16,2009-03-17,2009,2009,260,168,"calendar",76,2009,"2153_Breaking leaf buds (lilac/honeysuckle)_2009"
113,42.241814,-83.693382,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2154,373,"Breaking leaf buds (lilac/honeysuckle)",2009,3,17,76,2454908,1,"2154_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","MI",16,2009-03-17,2009,2009,260,168,"calendar",76,2009,"2154_Breaking leaf buds (lilac/honeysuckle)_2009"
113,42.241814,-83.693382,36,"Syringa","vulgaris","common lilac","Plantae",2155,206,"Full flowering (lilac)",2009,5,14,134,2454966,4,"2155_Full flowering (lilac)","Open flowers","MI",16,2009-05-14,2009,2009,318,226,"calendar",134,2009,"2155_Full flowering (lilac)_2009"
113,42.241814,-83.693382,36,"Syringa","vulgaris","common lilac","Plantae",2155,373,"Breaking leaf buds (lilac/honeysuckle)",2009,3,17,76,2454908,1,"2155_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","MI",14,2009-03-17,2009,2009,260,168,"calendar",76,2009,"2155_Breaking leaf buds (lilac/honeysuckle)_2009"
113,42.241814,-83.693382,36,"Syringa","vulgaris","common lilac","Plantae",2156,206,"Full flowering (lilac)",2009,5,10,130,2454962,4,"2156_Full flowering (lilac)","Open flowers","MI",16,2009-05-10,2009,2009,314,222,"calendar",130,2009,"2156_Full flowering (lilac)_2009"
113,42.241814,-83.693382,36,"Syringa","vulgaris","common lilac","Plantae",2156,373,"Breaking leaf buds (lilac/honeysuckle)",2009,3,18,77,2454909,1,"2156_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","MI",16,2009-03-18,2009,2009,261,169,"calendar",77,2009,"2156_Breaking leaf buds (lilac/honeysuckle)_2009"
1419,42.011166,-88.503304,73,"Forsythia","spp.","forsythia","Plantae",2316,371,"Breaking leaf buds",2009,4,1,91,2454923,4,"2316_Breaking leaf buds","Leaf budburst","IL",9,2009-04-01,2009,2009,275,183,"calendar",91,2009,"2316_Breaking leaf buds_2009"
1419,42.011166,-88.503304,29,"Prunus","virginiana","chokecherry","Plantae",2320,371,"Breaking leaf buds",2009,4,11,101,2454933,2,"2320_Breaking leaf buds","Leaf budburst","IL",9,2009-04-11,2009,2009,285,193,"calendar",101,2009,"2320_Breaking leaf buds_2009"
1461,42.283501,-83.771729,12,"Cornus","florida","flowering dogwood","Plantae",2446,501,"Open flowers",2009,5,11,131,2454963,6,"2446_Open flowers","Open flowers","MI",12,2009-05-11,2009,2009,315,223,"calendar",131,2009,"2446_Open flowers_2009"
1461,42.283501,-83.771729,36,"Syringa","vulgaris","common lilac","Plantae",2447,205,"Open flowers (lilac)",2009,4,28,118,2454950,3,"2447_Open flowers (lilac)","Open flowers","MI",12,2009-04-28,2009,2009,302,210,"calendar",118,2009,"2447_Open flowers (lilac)_2009"
1461,42.283501,-83.771729,36,"Syringa","vulgaris","common lilac","Plantae",2447,206,"Full flowering (lilac)",2009,5,5,125,2454957,3,"2447_Full flowering (lilac)","Open flowers","MI",11,2009-05-05,2009,2009,309,217,"calendar",125,2009,"2447_Full flowering (lilac)_2009"
1461,42.283501,-83.771729,3,"Acer","rubrum","red maple","Plantae",2448,371,"Breaking leaf buds",2009,4,8,98,2454930,3,"2448_Breaking leaf buds","Leaf budburst","MI",13,2009-04-08,2009,2009,282,190,"calendar",98,2009,"2448_Breaking leaf buds_2009"
1461,42.283501,-83.771729,3,"Acer","rubrum","red maple","Plantae",2448,390,"Ripe fruits",2009,10,28,301,2455133,6,"2448_Ripe fruits","Ripe fruits","MI",12,2009-10-28,2010,2010,120,28,"calendar",301,2009,"2448_Ripe fruits_2009"
1484,47.776241,-122.377419,70,"Cornus","sericea","redosier dogwood","Plantae",2559,371,"Breaking leaf buds",2009,4,9,99,2454931,7,"2559_Breaking leaf buds","Leaf budburst","WA",11,2009-04-09,2009,2009,283,191,"calendar",99,2009,"2559_Breaking leaf buds_2009"
1484,47.776241,-122.377419,70,"Cornus","sericea","redosier dogwood","Plantae",2559,501,"Open flowers",2009,5,28,148,2454980,7,"2559_Open flowers","Open flowers","WA",10,2009-05-28,2009,2009,332,240,"calendar",148,2009,"2559_Open flowers_2009"
1484,47.776241,-122.377419,119,"Berberis","repens","creeping barberry","Plantae",2560,371,"Breaking leaf buds",2009,4,30,120,2454952,7,"2560_Breaking leaf buds","Leaf budburst","WA",9,2009-04-30,2009,2009,304,212,"calendar",120,2009,"2560_Breaking leaf buds_2009"
1484,47.776241,-122.377419,92,"Symphoricarpos","albus","common snowberry","Plantae",2562,501,"Open flowers",2009,6,11,162,2454994,6,"2562_Open flowers","Open flowers","WA",10,2009-06-11,2009,2009,346,254,"calendar",162,2009,"2562_Open flowers_2009"
1580,38.25729,-85.633453,73,"Forsythia","spp.","forsythia","Plantae",2877,371,"Breaking leaf buds",2009,6,10,161,2454993,2,"2877_Breaking leaf buds","Leaf budburst","KY",13,2009-06-10,2009,2009,345,253,"calendar",161,2009,"2877_Breaking leaf buds_2009"
1579,38.25724,-85.633087,12,"Cornus","florida","flowering dogwood","Plantae",2881,501,"Open flowers",2009,4,18,108,2454940,5,"2881_Open flowers","Open flowers","KY",10,2009-04-18,2009,2009,292,200,"calendar",108,2009,"2881_Open flowers_2009"
63,40.965267,-105.218773,36,"Syringa","vulgaris","common lilac","Plantae",2955,205,"Open flowers (lilac)",2009,5,2,122,2454954,6,"2955_Open flowers (lilac)","Open flowers","CO",10,2009-05-02,2009,2009,306,214,"calendar",122,2009,"2955_Open flowers (lilac)_2009"
63,40.965267,-105.218773,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2957,205,"Open flowers (lilac)",2009,6,21,172,2455004,6,"2957_Open flowers (lilac)","Open flowers","CO",9,2009-06-21,2009,2009,356,264,"calendar",172,2009,"2957_Open flowers (lilac)_2009"
63,40.965267,-105.218773,35,"Syringa","chinensis","Red Rothomagensis lilac","Plantae",2957,373,"Breaking leaf buds (lilac/honeysuckle)",2009,5,2,122,2454954,6,"2957_Breaking leaf buds (lilac/honeysuckle)","Leaf budburst","CO",10,2009-05-02,2009,2009,306,214,"calendar",122,2009,"2957_Breaking leaf buds (lilac/honeysuckle)_2009"
1625,40.752914,-73.888695,73,"Forsythia","spp.","forsythia","Plantae",3047,371,"Breaking leaf buds",2009,5,29,149,2454981,1,"3047_Breaking leaf buds","Leaf budburst","NY",14,2009-05-29,2009,2009,333,241,"calendar",149,2009,"3047_Breaking leaf buds_2009"
