"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","ind_phen_year","series_yrs"
17414,42.936153,-73.433449,147,"NY",230,"Anaxyrus","americanus","American toad","Animalia",66938,276,"Vocalizing",2014,5,7,127,2456785,1,2014,5,8,128,2456786,7,"66938_Vocalizing","Calls or songs","66938_Vocalizing_2014",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2015,6,2,153,2457176,1,2015,6,29,180,2457203,1,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2015",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2015,4,29,119,2457142,2,2015,4,29,119,2457142,1,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2015",9
5260,42.454987,-72.345177,267,"MA",348,"Lithobates","catesbeianus","American bullfrog","Animalia",12260,276,"Vocalizing",2015,5,27,147,2457170,14,2015,5,27,147,2457170,1,"12260_Vocalizing","Calls or songs","12260_Vocalizing_2015",9
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2015,4,29,119,2457142,1,2015,5,7,127,2457150,2,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2015",12
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2015,5,11,131,2457154,1,2015,5,11,131,2457154,1,"38841_Adults on land","Adults observed","38841_Adults on land_2015",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2015,5,7,127,2457150,1,2015,5,7,127,2457150,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2015",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2015,5,23,143,2457166,1,2015,5,23,143,2457166,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2015",9
17414,42.936153,-73.433449,147,"NY",230,"Anaxyrus","americanus","American toad","Animalia",66938,276,"Vocalizing",2015,4,30,120,2457143,2,2015,4,30,120,2457143,3,"66938_Vocalizing","Calls or songs","66938_Vocalizing_2015",9
17562,41.78577,-73.731003,136,"NY",280,"Chrysemys","picta","painted turtle","Animalia",72787,356,"Individuals in water (rock/log)",2015,4,27,117,2457140,3,2015,6,4,155,2457178,7,"72787_Individuals in water (rock/log)","Adults observed","72787_Individuals in water (rock/log)_2015",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2015,5,6,126,2457149,3,2015,5,21,141,2457164,3,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2015",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2015,5,17,137,2457160,4,2015,5,29,149,2457172,3,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2015",10
1447,42.176537,-85.892448,234,"MI",337,"Pseudacris","crucifer","spring peeper","Animalia",11253,276,"Vocalizing",2016,3,28,88,2457476,7,2016,3,28,88,2457476,5,"11253_Vocalizing","Calls or songs","11253_Vocalizing_2016",10
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2016,4,20,111,2457499,5,2016,4,20,111,2457499,4,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2016",12
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2016,5,22,143,2457531,1,2016,5,22,143,2457531,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2016",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2016,4,16,107,2457495,1,2016,4,17,108,2457496,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2016",9
17414,42.936153,-73.433449,147,"NY",230,"Anaxyrus","americanus","American toad","Animalia",66938,276,"Vocalizing",2016,4,20,111,2457499,5,2016,4,20,111,2457499,10,"66938_Vocalizing","Calls or songs","66938_Vocalizing_2016",9
17562,41.78577,-73.731003,136,"NY",280,"Chrysemys","picta","painted turtle","Animalia",72787,356,"Individuals in water (rock/log)",2016,8,29,242,2457630,5,2016,9,29,273,2457661,5,"72787_Individuals in water (rock/log)","Adults observed","72787_Individuals in water (rock/log)_2016",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2016,4,30,121,2457509,10,2016,4,30,121,2457509,3,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2016",11
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2016,4,15,106,2457494,4,2016,4,20,111,2457499,10,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2016",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2016,3,13,73,2457461,1,2016,3,16,76,2457464,1,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2016",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2016,3,20,80,2457468,1,2016,3,31,91,2457479,4,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2016",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2016,3,13,73,2457461,1,2016,3,13,73,2457461,3,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2016",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2016,3,13,73,2457461,1,2016,3,13,73,2457461,3,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2016",10
1447,42.176537,-85.892448,234,"MI",337,"Pseudacris","crucifer","spring peeper","Animalia",11253,276,"Vocalizing",2017,4,2,92,2457846,14,2017,4,9,99,2457853,7,"11253_Vocalizing","Calls or songs","11253_Vocalizing_2017",10
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2017,6,10,161,2457915,2,2017,7,30,211,2457965,NA,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2017",10
6362,43.012966,-73.649918,108,"NY",307,"Lithobates","clamitans","green frog","Animalia",17986,276,"Vocalizing",2017,4,10,100,2457854,4,2017,4,13,103,2457857,14,"17986_Vocalizing","Calls or songs","17986_Vocalizing_2017",12
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2017,5,3,123,2457877,8,2017,5,3,123,2457877,4,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2017",12
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2017,5,23,143,2457897,4,2017,5,23,143,2457897,7,"38841_Adults on land","Adults observed","38841_Adults on land_2017",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2017,5,13,133,2457887,1,2017,5,13,133,2457887,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2017",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2017,4,24,114,2457868,2,2017,4,24,114,2457868,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2017",9
17414,42.936153,-73.433449,147,"NY",230,"Anaxyrus","americanus","American toad","Animalia",66938,276,"Vocalizing",2017,5,28,148,2457902,6,2017,6,8,159,2457913,10,"66938_Vocalizing","Calls or songs","66938_Vocalizing_2017",9
17562,41.78577,-73.731003,136,"NY",280,"Chrysemys","picta","painted turtle","Animalia",72787,356,"Individuals in water (rock/log)",2017,6,21,172,2457926,5,2017,9,12,255,2458009,NA,"72787_Individuals in water (rock/log)","Adults observed","72787_Individuals in water (rock/log)_2017",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2017,4,16,106,2457860,5,2017,4,16,106,2457860,6,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2017",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2017,7,3,184,2457938,4,2017,7,3,184,2457938,12,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2017",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2017,4,3,93,2457847,8,2017,5,22,142,2457896,6,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2017",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2017,3,30,89,2457843,1,2017,3,30,89,2457843,2,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2017",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2017,3,29,88,2457842,1,2017,3,30,89,2457843,2,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2017",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2017,3,30,89,2457843,1,2017,3,30,89,2457843,2,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2017",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2017,3,29,88,2457842,1,2017,3,30,89,2457843,2,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2017",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2017,12,30,364,2458118,4,2017,12,30,364,2458118,NA,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2017",9
1447,42.176537,-85.892448,234,"MI",337,"Pseudacris","crucifer","spring peeper","Animalia",11253,276,"Vocalizing",2018,3,26,85,2458204,8,2018,5,2,122,2458241,3,"11253_Vocalizing","Calls or songs","11253_Vocalizing_2018",10
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2018,5,16,136,2458255,11,2018,6,1,152,2458271,3,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2018",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2018,5,20,140,2458259,4,2018,5,23,143,2458262,8,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2018",9
5260,42.454987,-72.345177,267,"MA",348,"Lithobates","catesbeianus","American bullfrog","Animalia",12260,276,"Vocalizing",2018,8,7,219,2458338,2,2018,8,7,219,2458338,7,"12260_Vocalizing","Calls or songs","12260_Vocalizing_2018",9
6362,43.012966,-73.649918,108,"NY",307,"Lithobates","clamitans","green frog","Animalia",17986,276,"Vocalizing",2018,6,26,177,2458296,6,2018,6,26,177,2458296,9,"17986_Vocalizing","Calls or songs","17986_Vocalizing_2018",12
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2018,5,6,126,2458245,4,2018,5,6,126,2458245,4,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2018",12
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2018,8,8,220,2458339,7,2018,8,8,220,2458339,1,"38841_Adults on land","Adults observed","38841_Adults on land_2018",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2018,5,5,125,2458244,1,2018,5,5,125,2458244,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2018",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2018,5,13,133,2458252,3,2018,5,13,133,2458252,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2018",9
17414,42.936153,-73.433449,147,"NY",230,"Anaxyrus","americanus","American toad","Animalia",66938,276,"Vocalizing",2018,5,1,121,2458240,9,2018,5,10,130,2458249,3,"66938_Vocalizing","Calls or songs","66938_Vocalizing_2018",9
17562,41.78577,-73.731003,136,"NY",280,"Chrysemys","picta","painted turtle","Animalia",72787,356,"Individuals in water (rock/log)",2018,4,22,112,2458231,9,2018,5,26,146,2458265,4,"72787_Individuals in water (rock/log)","Adults observed","72787_Individuals in water (rock/log)_2018",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2018,5,10,130,2458249,6,2018,5,10,130,2458249,3,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2018",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2018,6,8,159,2458278,4,2018,6,8,159,2458278,1,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2018",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2018,4,10,100,2458219,2,2018,5,13,133,2458252,5,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2018",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2018,3,29,88,2458207,6,2018,4,8,98,2458217,2,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2018",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2018,5,30,150,2458269,1,2018,5,30,150,2458269,5,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2018",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2018,4,18,108,2458227,5,2018,4,18,108,2458227,1,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2018",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2018,3,31,90,2458209,1,2018,3,31,90,2458209,8,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2018",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2018,1,16,16,2458135,7,2018,1,16,16,2458135,7,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2018",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2019,5,6,126,2458610,2,2019,5,7,127,2458611,4,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2019",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2019,6,8,159,2458643,1,2019,6,8,159,2458643,3,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2019",9
5260,42.454987,-72.345177,267,"MA",348,"Lithobates","catesbeianus","American bullfrog","Animalia",12260,276,"Vocalizing",2019,5,21,141,2458625,11,2019,8,7,219,2458703,5,"12260_Vocalizing","Calls or songs","12260_Vocalizing_2019",9
6362,43.012966,-73.649918,108,"NY",307,"Lithobates","clamitans","green frog","Animalia",17986,276,"Vocalizing",2019,5,6,126,2458610,6,2019,8,1,213,2458697,4,"17986_Vocalizing","Calls or songs","17986_Vocalizing_2019",12
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2019,5,1,121,2458605,6,2019,5,1,121,2458605,9,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2019",12
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2019,7,29,210,2458694,3,2019,7,29,210,2458694,1,"38841_Adults on land","Adults observed","38841_Adults on land_2019",11
17414,42.936153,-73.433449,147,"NY",230,"Anaxyrus","americanus","American toad","Animalia",66938,276,"Vocalizing",2019,4,20,110,2458594,3,2019,4,22,112,2458596,5,"66938_Vocalizing","Calls or songs","66938_Vocalizing_2019",9
17562,41.78577,-73.731003,136,"NY",280,"Chrysemys","picta","painted turtle","Animalia",72787,356,"Individuals in water (rock/log)",2019,3,25,84,2458568,13,2019,4,16,106,2458590,6,"72787_Individuals in water (rock/log)","Adults observed","72787_Individuals in water (rock/log)_2019",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2019,5,7,127,2458611,4,2019,5,11,131,2458615,4,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2019",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2019,6,17,168,2458652,6,2019,6,19,170,2458654,3,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2019",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2019,4,6,96,2458580,7,2019,4,24,114,2458598,3,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2019",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2019,3,30,89,2458573,4,2019,3,30,89,2458573,3,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2019",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2019,4,3,93,2458577,1,2019,4,4,94,2458578,5,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2019",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2019,4,4,94,2458578,1,2019,4,10,100,2458584,3,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2019",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2019,4,3,93,2458577,1,2019,4,3,93,2458577,1,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2019",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2019,3,26,85,2458569,5,2019,12,3,337,2458821,NA,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2019",9
1447,42.176537,-85.892448,234,"MI",337,"Pseudacris","crucifer","spring peeper","Animalia",11253,276,"Vocalizing",2020,5,3,124,2458973,7,2020,5,3,124,2458973,NA,"11253_Vocalizing","Calls or songs","11253_Vocalizing_2020",10
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2020,5,22,143,2458992,7,2020,8,28,241,2459090,8,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2020",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2020,4,4,95,2458944,1,2020,4,4,95,2458944,8,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2020",9
5260,42.454987,-72.345177,267,"MA",348,"Lithobates","catesbeianus","American bullfrog","Animalia",12260,276,"Vocalizing",2020,8,22,235,2459084,5,2020,8,22,235,2459084,6,"12260_Vocalizing","Calls or songs","12260_Vocalizing_2020",9
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2020,4,29,120,2458969,6,2020,4,29,120,2458969,1,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2020",12
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2020,4,30,121,2458970,1,2020,5,3,124,2458973,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2020",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2020,5,1,122,2458971,1,2020,5,1,122,2458971,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2020",9
17414,42.936153,-73.433449,147,"NY",230,"Anaxyrus","americanus","American toad","Animalia",66938,276,"Vocalizing",2020,5,1,122,2458971,6,2020,5,1,122,2458971,5,"66938_Vocalizing","Calls or songs","66938_Vocalizing_2020",9
17562,41.78577,-73.731003,136,"NY",280,"Chrysemys","picta","painted turtle","Animalia",72787,356,"Individuals in water (rock/log)",2020,6,20,172,2459021,7,2020,6,20,172,2459021,8,"72787_Individuals in water (rock/log)","Adults observed","72787_Individuals in water (rock/log)_2020",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2020,5,14,135,2458984,3,2020,5,30,151,2459000,3,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2020",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2020,5,24,145,2458994,1,2020,6,6,158,2459007,1,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2020",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2020,3,20,80,2458929,5,2020,3,20,80,2458929,2,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2020",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2020,3,18,78,2458927,2,2020,3,18,78,2458927,89,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2020",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2020,3,10,70,2458919,5,2020,3,10,70,2458919,6,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2020",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2020,3,18,78,2458927,2,2020,3,18,78,2458927,89,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2020",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2020,7,30,212,2459061,6,2020,8,7,220,2459069,10,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2020",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2020,12,8,343,2459192,7,2020,12,8,343,2459192,7,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2020",9
