"site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no"
10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",963,"Phytolacca","americana","American pokeweed","Plantae",89290,504,"Recent fruit or seed drop",2018,9,13,256,2458375,7,2018,11,8,312,2458431,NA
10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",963,"Phytolacca","americana","American pokeweed","Plantae",89290,504,"Recent fruit or seed drop",2019,8,26,238,2458722,NA,2019,11,21,325,2458809,14
10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",963,"Phytolacca","americana","American pokeweed","Plantae",89290,504,"Recent fruit or seed drop",2020,8,27,240,2459089,NA,2020,10,15,289,2459138,NA
10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",963,"Phytolacca","americana","American pokeweed","Plantae",89290,504,"Recent fruit or seed drop",2021,9,30,273,2459488,7,2021,12,16,350,2459565,NA
10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",963,"Phytolacca","americana","American pokeweed","Plantae",89290,504,"Recent fruit or seed drop",2022,8,25,237,2459817,7,2023,1,5,5,2459950,NA
10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",963,"Phytolacca","americana","American pokeweed","Plantae",89290,504,"Recent fruit or seed drop",2023,9,7,250,2460195,7,2023,12,21,355,2460300,NA
10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",963,"Phytolacca","americana","American pokeweed","Plantae",89290,504,"Recent fruit or seed drop",2024,9,19,263,2460573,7,2024,10,17,291,2460601,7
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117148,390,"Ripe fruits",2016,10,15,289,2457677,NA,2016,10,25,299,2457687,4
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117148,390,"Ripe fruits",2016,10,31,305,2457693,2,2016,12,10,345,2457733,76
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117149,390,"Ripe fruits",2016,10,15,289,2457677,NA,2016,12,10,345,2457733,76
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117150,390,"Ripe fruits",2016,10,18,292,2457680,NA,2016,11,22,327,2457715,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117150,390,"Ripe fruits",2016,11,28,333,2457721,5,2016,12,5,340,2457728,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117150,390,"Ripe fruits",2016,12,8,343,2457731,1,2016,12,8,343,2457731,78
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117150,390,"Ripe fruits",2017,3,1,60,2457814,2,2017,3,1,60,2457814,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117151,390,"Ripe fruits",2016,10,18,292,2457680,NA,2016,11,22,327,2457715,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117151,390,"Ripe fruits",2016,11,28,333,2457721,5,2016,12,5,340,2457728,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117151,390,"Ripe fruits",2016,12,8,343,2457731,1,2016,12,8,343,2457731,78
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,10,18,292,2457680,NA,2016,11,2,307,2457695,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,11,4,309,2457697,1,2016,11,5,310,2457698,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,11,7,312,2457700,1,2016,11,12,317,2457705,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,11,14,319,2457707,1,2016,11,19,324,2457712,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,11,21,326,2457714,1,2016,11,22,327,2457715,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,11,29,334,2457722,6,2016,11,29,334,2457722,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,12,1,336,2457724,1,2016,12,1,336,2457724,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,12,5,340,2457728,1,2016,12,5,340,2457728,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,12,7,342,2457730,1,2016,12,8,343,2457731,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2016,12,10,345,2457733,1,2016,12,10,345,2457733,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117153,390,"Ripe fruits",2016,10,18,292,2457680,NA,2016,12,11,346,2457734,75
24733,"SUNY Geneseo - Arboretum",42.789581,-77.823097,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117211,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,12,10,345,2457733,NA
24738,"Roemer Arboretum",42.795895,-77.816948,233,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117229,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,11,22,327,2457715,NA
24747,"Roemer Arboretum ",42.789085,-77.823509,224,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117249,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,11,1,306,2457694,3
24747,"Roemer Arboretum ",42.789085,-77.823509,224,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117250,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,11,1,306,2457694,3
24747,"Roemer Arboretum ",42.789085,-77.823509,224,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117250,390,"Ripe fruits",2016,11,11,316,2457704,7,2016,11,11,316,2457704,7
24750,"Arboretum",42.789452,-77.82299,225,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117251,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,11,1,306,2457694,NA
24750,"Arboretum",42.789452,-77.82299,225,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117261,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,11,1,306,2457694,NA
24726,"Roemer Arboretum",42.789654,-77.823265,222,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117262,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,12,5,340,2457728,NA
24752,"Arboretum",42.797401,-77.819855,221,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117266,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,11,1,306,2457694,NA
24752,"Arboretum",42.797401,-77.819855,221,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117267,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,11,1,306,2457694,NA
24726,"Roemer Arboretum",42.789654,-77.823265,222,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117274,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,12,5,340,2457728,NA
24738,"Roemer Arboretum",42.795895,-77.816948,233,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117283,390,"Ripe fruits",2016,11,1,306,2457694,NA,2016,11,22,327,2457715,NA
24781,"Home - woods",42.823524,-77.68013,273,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117447,390,"Ripe fruits",2016,11,3,308,2457696,NA,2016,11,4,309,2457697,NA
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117468,390,"Ripe fruits",2016,11,4,309,2457697,NA,2017,1,19,19,2457773,11
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117469,390,"Ripe fruits",2016,11,4,309,2457697,NA,2016,12,6,341,2457729,2
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117469,390,"Ripe fruits",2016,12,19,354,2457742,11,2016,12,19,354,2457742,15
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117469,390,"Ripe fruits",2017,1,6,6,2457760,3,2017,1,6,6,2457760,7
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117469,390,"Ripe fruits",2017,1,19,19,2457773,6,2017,1,19,19,2457773,11
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117470,390,"Ripe fruits",2016,11,4,309,2457697,NA,2017,2,21,52,2457806,1
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117471,390,"Ripe fruits",2016,11,4,309,2457697,NA,2016,12,1,336,2457724,7
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117471,390,"Ripe fruits",2016,12,19,354,2457742,11,2017,1,19,19,2457773,11
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117148,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,11,28,332,2458086,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117148,390,"Ripe fruits",2017,12,1,335,2458089,1,2017,12,4,338,2458092,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117148,390,"Ripe fruits",2017,12,6,340,2458094,1,2017,12,14,348,2458102,69
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117149,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,11,28,332,2458086,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117149,390,"Ripe fruits",2017,12,1,335,2458089,1,2017,12,4,338,2458092,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117149,390,"Ripe fruits",2017,12,6,340,2458094,1,2017,12,14,348,2458102,69
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117150,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,11,29,333,2458087,4
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117150,390,"Ripe fruits",2017,12,4,338,2458092,1,2017,12,6,340,2458094,4
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117151,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,11,29,333,2458087,4
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117151,390,"Ripe fruits",2017,12,4,338,2458092,1,2017,12,6,340,2458094,4
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,10,14,287,2458041,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2017,10,17,290,2458044,2,2017,10,17,290,2458044,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2017,10,19,292,2458046,1,2017,11,11,315,2458069,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2017,11,13,317,2458071,1,2017,11,22,326,2458080,4
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2017,11,27,331,2458085,1,2017,11,29,333,2458087,3
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117152,390,"Ripe fruits",2017,12,4,338,2458092,1,2017,12,14,348,2458102,69
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117153,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,10,14,287,2458041,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117153,390,"Ripe fruits",2017,10,17,290,2458044,2,2017,11,11,315,2458069,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117153,390,"Ripe fruits",2017,11,13,317,2458071,1,2017,11,18,322,2458076,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117153,390,"Ripe fruits",2017,11,20,324,2458078,1,2017,11,21,325,2458079,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117153,390,"Ripe fruits",2017,11,27,331,2458085,1,2017,11,29,333,2458087,3
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117153,390,"Ripe fruits",2017,12,4,338,2458092,1,2017,12,5,339,2458093,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117153,390,"Ripe fruits",2017,12,10,344,2458098,4,2017,12,14,348,2458102,69
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117468,390,"Ripe fruits",2017,9,5,248,2458002,5,2017,9,5,248,2458002,2
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117468,390,"Ripe fruits",2017,9,11,254,2458008,1,2017,10,12,285,2458039,2
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117468,390,"Ripe fruits",2017,10,16,289,2458043,2,2017,10,19,292,2458046,2
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117468,390,"Ripe fruits",2017,10,23,296,2458050,2,2017,11,9,313,2458067,4
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117468,390,"Ripe fruits",2017,11,20,324,2458078,3,2017,11,20,324,2458078,15
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117468,390,"Ripe fruits",2018,2,26,57,2458176,5,2018,2,26,57,2458176,2
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117469,390,"Ripe fruits",2017,9,14,257,2458011,3,2017,9,14,257,2458011,4
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117469,390,"Ripe fruits",2017,9,21,264,2458018,3,2017,10,25,298,2458052,1
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117469,390,"Ripe fruits",2017,10,30,303,2458057,4,2017,11,2,306,2458060,2
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117470,390,"Ripe fruits",2017,9,11,254,2458008,1,2017,11,2,306,2458060,2
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117470,390,"Ripe fruits",2017,11,20,324,2458078,3,2017,11,20,324,2458078,15
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117471,390,"Ripe fruits",2017,9,14,257,2458011,3,2017,10,19,292,2458046,2
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117471,390,"Ripe fruits",2017,10,23,296,2458050,2,2017,10,25,298,2458052,1
16454,"The Preserve at Vassar",41.667408,-73.895546,39,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",117471,390,"Ripe fruits",2017,11,2,306,2458060,3,2017,11,2,306,2458060,2
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",145984,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,11,17,321,2458075,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",145984,390,"Ripe fruits",2017,11,19,323,2458077,1,2017,11,20,324,2458078,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",145984,390,"Ripe fruits",2017,11,22,326,2458080,1,2017,12,6,340,2458094,4
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",145986,390,"Ripe fruits",2017,10,13,286,2458040,7,2017,11,17,321,2458075,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",145986,390,"Ripe fruits",2017,11,19,323,2458077,1,2017,11,20,324,2458078,1
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",145986,390,"Ripe fruits",2017,11,22,326,2458080,1,2017,12,14,348,2458102,69
28165,"Roemer Arboretum",42.796093,-77.8237,198,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",145993,390,"Ripe fruits",2017,10,18,291,2458045,NA,2017,10,18,291,2458045,NA
28165,"Roemer Arboretum",42.796093,-77.8237,198,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",145996,390,"Ripe fruits",2017,10,12,285,2458039,NA,2017,10,18,291,2458045,NA
28177,"Roemer Arboretum",42.795895,-77.816948,236,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146055,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,10,30,303,2458057,NA
28177,"Roemer Arboretum",42.795895,-77.816948,236,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146057,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,10,30,303,2458057,NA
28179,"Roemer Arboretum",42.795895,-77.816948,236,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146062,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,10,19,292,2458046,NA
28179,"Roemer Arboretum",42.795895,-77.816948,236,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146063,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,10,19,292,2458046,NA
28182,"Roemer Arboretum",42.789154,-77.823662,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146079,390,"Ripe fruits",2017,10,14,287,2458041,NA,2017,11,30,334,2458088,NA
28182,"Roemer Arboretum",42.789154,-77.823662,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146081,390,"Ripe fruits",2017,10,14,287,2458041,NA,2017,11,30,334,2458088,NA
28185,"Arboretum",42.789932,-77.823372,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146083,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,10,13,286,2458040,8
28185,"Arboretum",42.789932,-77.823372,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146086,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,10,13,286,2458040,NA
28197,"SUNY Geneseo",42.796005,-77.82386,198,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146117,390,"Ripe fruits",2017,10,14,287,2458041,NA,2017,10,14,287,2458041,NA
28197,"SUNY Geneseo",42.796005,-77.82386,198,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146118,390,"Ripe fruits",2017,10,14,287,2458041,NA,2017,10,14,287,2458041,NA
28227,"Arboretum",42.789787,-77.824417,217,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146243,390,"Ripe fruits",2017,10,16,289,2458043,NA,2017,11,20,324,2458078,10
28227,"Arboretum",42.789787,-77.824417,217,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146244,390,"Ripe fruits",2017,10,16,289,2458043,NA,2017,11,20,324,2458078,10
28225,"SUNY Geneseo",42.796005,-77.82386,197,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146972,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,10,20,293,2458047,NA
28225,"SUNY Geneseo",42.796005,-77.82386,197,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146974,390,"Ripe fruits",2017,10,13,286,2458040,NA,2017,10,20,293,2458047,NA
28185,"Arboretum",42.789932,-77.823372,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",146981,390,"Ripe fruits",2017,10,21,294,2458048,NA,2017,10,21,294,2458048,NA
28294,"Arboretum",42.796093,-77.8237,198,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",147050,390,"Ripe fruits",2017,11,2,306,2458060,NA,2017,11,2,306,2458060,NA
28214,"Arboretum",42.796005,-77.82386,198,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",147305,390,"Ripe fruits",2017,10,21,294,2458048,NA,2017,11,2,306,2458060,3
28214,"Arboretum",42.796005,-77.82386,198,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",147305,390,"Ripe fruits",2017,11,9,313,2458067,4,2017,12,6,340,2458094,NA
28214,"Arboretum",42.796005,-77.82386,198,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",147306,390,"Ripe fruits",2017,10,21,294,2458048,NA,2017,12,6,340,2458094,NA
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",147331,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,11,28,332,2458086,8
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",147332,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,12,14,348,2458102,69
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",147333,390,"Ripe fruits",2017,11,4,308,2458062,4,2017,11,4,308,2458062,3
24717,"Roemer Arboretum",42.789562,-77.823166,223,"NY",1246,"Lonicera","maackii","Amur honeysuckle","Plantae",147334,390,"Ripe fruits",2017,10,6,279,2458033,NA,2017,10,31,304,2458058,4
