"site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no"
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,1,10,10,2457033,17,2015,1,10,10,2457033,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,1,25,25,2457048,3,2015,1,28,28,2457051,2
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,3,15,74,2457097,44,2015,3,15,74,2457097,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,3,29,88,2457111,4,2015,4,1,91,2457114,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,4,8,98,2457121,3,2015,4,8,98,2457121,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,11,29,333,2457356,11,2015,11,29,333,2457356,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,12,6,340,2457363,4,2015,12,6,340,2457363,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,12,13,347,2457370,4,2015,12,13,347,2457370,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,12,31,365,2457388,12,2016,1,3,3,2457391,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2016,1,10,10,2457398,4,2016,1,17,17,2457405,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2016,1,24,24,2457412,4,2016,1,24,24,2457412,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2016,1,31,31,2457419,4,2016,1,31,31,2457419,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2016,2,7,38,2457426,4,2016,2,7,38,2457426,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2016,2,14,45,2457433,4,2016,2,14,45,2457433,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2016,2,21,52,2457440,4,2016,2,21,52,2457440,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2016,2,28,59,2457447,4,2016,3,2,62,2457450,11
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,1,1,1,2457755,14,2017,1,1,1,2457755,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,1,15,15,2457769,4,2017,1,15,15,2457769,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,1,25,25,2457779,3,2017,1,29,29,2457783,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,2,5,36,2457790,4,2017,2,5,36,2457790,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,2,12,43,2457797,4,2017,2,12,43,2457797,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,2,19,50,2457804,4,2017,2,19,50,2457804,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,2,26,57,2457811,4,2017,2,26,57,2457811,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,3,26,85,2457839,4,2017,4,2,92,2457846,3
25386,"Home",35.127071,-101.906631,1121,"TX",240,"Spinus","tristis","American goldfinch","Animalia",122267,310,"Fruit/seed consumption",2017,2,14,45,2457799,NA,2017,2,14,45,2457799,NA
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,12,17,351,2458105,4,2017,12,17,351,2458105,7
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2017,12,27,361,2458115,3,2018,1,7,7,2458126,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,1,14,14,2458133,4,2018,1,21,21,2458140,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,1,28,28,2458147,4,2018,1,28,28,2458147,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,2,4,35,2458154,4,2018,2,11,42,2458161,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,2,18,49,2458168,4,2018,3,4,63,2458182,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,3,18,77,2458196,11,2018,3,18,77,2458196,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,3,25,84,2458203,4,2018,4,8,98,2458217,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,4,25,115,2458234,3,2018,4,25,115,2458234,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,12,9,343,2458462,4,2018,12,9,343,2458462,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,12,30,364,2458483,4,2018,12,30,364,2458483,2
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2019,1,14,14,2458498,13,2019,1,27,27,2458511,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2019,2,3,34,2458518,4,2019,2,6,37,2458521,7
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2019,2,24,55,2458539,4,2019,2,24,55,2458539,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2019,3,17,76,2458560,7,2019,3,17,76,2458560,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2019,3,31,90,2458574,4,2019,4,17,107,2458591,4
9930,"home",31.580486,-97.324806,178,"TX",240,"Spinus","tristis","American goldfinch","Animalia",52916,310,"Fruit/seed consumption",2021,12,6,340,2459555,18,2022,4,29,119,2459699,NA
46657,"home",32.966671,-95.298874,154,"TX",240,"Spinus","tristis","American goldfinch","Animalia",285683,310,"Fruit/seed consumption",2022,2,2,33,2459613,NA,2022,3,13,72,2459652,11
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2023,1,1,1,2459946,NA,2023,1,1,1,2459946,7
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2023,1,15,15,2459960,7,2023,2,9,40,2459985,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2023,3,17,76,2460021,5,2023,3,20,79,2460024,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2023,3,26,85,2460030,3,2023,3,26,85,2460030,6
9930,"home",31.580486,-97.324806,178,"TX",240,"Spinus","tristis","American goldfinch","Animalia",52916,310,"Fruit/seed consumption",2022,11,13,317,2459897,NA,2023,4,4,94,2460039,NA
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2023,11,12,316,2460261,4,2023,11,12,316,2460261,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2023,11,30,334,2460279,4,2023,11,30,334,2460279,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2023,12,8,342,2460287,4,2023,12,8,342,2460287,2
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2023,12,28,362,2460307,4,2023,12,31,365,2460310,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2024,1,18,18,2460328,4,2024,2,15,46,2460356,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2024,2,22,53,2460363,3,2024,3,3,63,2460373,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2024,3,24,84,2460394,4,2024,3,24,84,2460394,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2024,4,4,95,2460405,4,2024,4,4,95,2460405,3
9930,"home",31.580486,-97.324806,178,"TX",240,"Spinus","tristis","American goldfinch","Animalia",52916,310,"Fruit/seed consumption",2023,12,29,363,2460308,NA,2024,2,28,59,2460369,NA
46657,"home",32.966671,-95.298874,154,"TX",240,"Spinus","tristis","American goldfinch","Animalia",285683,310,"Fruit/seed consumption",2024,1,6,6,2460316,NA,2024,1,28,28,2460338,30
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2024,12,22,357,2460667,8,2024,12,22,357,2460667,3
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2025,1,5,5,2460681,4,2025,1,26,26,2460702,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2025,2,2,33,2460709,3,2025,2,9,40,2460716,10
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2025,2,26,57,2460733,3,2025,3,2,61,2460737,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2025,3,31,90,2460766,5,2025,3,31,90,2460766,2
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2025,4,6,96,2460772,4,2025,4,9,99,2460775,4
8418,"my yard",32.363758,-94.873947,108,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2025,4,23,113,2460789,7,2025,4,23,113,2460789,4
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2010,11,2,306,2455503,NA,2011,5,1,121,2455683,43
5405,"backyard",40.680683,-75.504723,118,"PA",240,"Spinus","tristis","American goldfinch","Animalia",11265,310,"Fruit/seed consumption",2011,5,8,128,2455690,1,2011,5,8,128,2455690,NA
5925,"Home 2",41.736351,-77.36412,593,"PA",240,"Spinus","tristis","American goldfinch","Animalia",14057,310,"Fruit/seed consumption",2011,6,26,177,2455739,NA,2011,6,26,177,2455739,NA
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2012,3,23,83,2456010,NA,2012,5,26,147,2456074,NA
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2013,4,7,97,2456390,NA,2013,4,7,97,2456390,NA
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2014,2,3,34,2456692,NA,2014,2,3,34,2456692,29
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2014,3,16,75,2456733,12,2014,5,18,138,2456796,NA
17572,"Creekwood Habitat Site ",40.252201,-80.054512,366,"PA",240,"Spinus","tristis","American goldfinch","Animalia",67627,310,"Fruit/seed consumption",2014,4,10,100,2456758,NA,2014,4,10,100,2456758,NA
18475,"Golf course",40.608524,-80.297447,239,"PA",240,"Spinus","tristis","American goldfinch","Animalia",72951,310,"Fruit/seed consumption",2014,8,6,218,2456876,NA,2014,8,6,218,2456876,NA
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2015,4,1,91,2457114,NA,2015,4,21,111,2457134,NA
20127,"backyard",40.306683,-80.121994,306,"PA",240,"Spinus","tristis","American goldfinch","Animalia",84475,310,"Fruit/seed consumption",2015,4,9,99,2457122,NA,2015,4,25,115,2457138,NA
2669,"home",40.775406,-77.789986,334,"PA",240,"Spinus","tristis","American goldfinch","Animalia",85672,310,"Fruit/seed consumption",2015,4,8,98,2457121,NA,2015,4,9,99,2457122,5
20761,"Roundtop Mtn.",40.108326,-76.931267,289,"PA",240,"Spinus","tristis","American goldfinch","Animalia",88365,310,"Fruit/seed consumption",2015,4,29,119,2457142,NA,2015,4,29,119,2457142,NA
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2016,3,31,91,2457479,NA,2016,3,31,91,2457479,15
20127,"backyard",40.306683,-80.121994,306,"PA",240,"Spinus","tristis","American goldfinch","Animalia",84475,310,"Fruit/seed consumption",2016,3,12,72,2457460,NA,2016,3,12,72,2457460,NA
21506,"Colonial Elementary School",40.101997,-75.265617,58,"PA",240,"Spinus","tristis","American goldfinch","Animalia",94414,310,"Fruit/seed consumption",2015,10,30,303,2457326,NA,2015,10,30,303,2457326,3
23449,"Penn State Altoona",40.541035,-78.410133,383,"PA",240,"Spinus","tristis","American goldfinch","Animalia",108096,310,"Fruit/seed consumption",2016,4,27,118,2457506,NA,2016,4,27,118,2457506,NA
20127,"backyard",40.306683,-80.121994,306,"PA",240,"Spinus","tristis","American goldfinch","Animalia",84475,310,"Fruit/seed consumption",2017,3,27,86,2457840,NA,2017,3,27,86,2457840,NA
2669,"home",40.775406,-77.789986,334,"PA",240,"Spinus","tristis","American goldfinch","Animalia",85672,310,"Fruit/seed consumption",2018,3,27,86,2458205,28,2018,3,27,86,2458205,NA
19935,"yard",40.414211,-76.5513,121,"PA",240,"Spinus","tristis","American goldfinch","Animalia",81217,310,"Fruit/seed consumption",2019,4,4,94,2458578,5,2019,4,19,109,2458593,4
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2019,6,17,168,2458652,NA,2019,8,22,234,2458718,NA
33931,"Yard",40.162682,-76.046921,149,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195039,310,"Fruit/seed consumption",2019,5,8,128,2458612,NA,2019,5,8,128,2458612,NA
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2020,8,18,231,2459080,1,2020,9,3,247,2459096,NA
33931,"Yard",40.162682,-76.046921,149,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195039,310,"Fruit/seed consumption",2020,3,16,76,2458925,NA,2020,3,19,79,2458928,NA
38713,"Home",41.980701,-76.489227,359,"PA",240,"Spinus","tristis","American goldfinch","Animalia",240238,310,"Fruit/seed consumption",2020,5,3,124,2458973,NA,2020,5,3,124,2458973,NA
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2021,4,5,95,2459310,NA,2021,4,26,116,2459331,NA
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2021,6,22,173,2459388,NA,2021,6,22,173,2459388,1
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2021,7,14,195,2459410,21,2021,9,3,246,2459461,NA
43715,"Home",40.925659,-77.869308,262,"PA",240,"Spinus","tristis","American goldfinch","Animalia",266508,310,"Fruit/seed consumption",2021,4,15,105,2459320,NA,2021,4,15,105,2459320,NA
43875,"Backyard",40.084122,-75.773056,153,"PA",240,"Spinus","tristis","American goldfinch","Animalia",267673,310,"Fruit/seed consumption",2021,4,7,97,2459312,NA,2021,4,7,97,2459312,NA
44169,"mybackyard",40.149067,-76.331642,124,"PA",240,"Spinus","tristis","American goldfinch","Animalia",269621,310,"Fruit/seed consumption",2021,6,1,152,2459367,27,2021,7,28,209,2459424,NA
1897,"back yard",40.64323,-75.315399,99,"PA",240,"Spinus","tristis","American goldfinch","Animalia",6163,310,"Fruit/seed consumption",2022,3,18,77,2459657,NA,2022,3,18,77,2459657,NA
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2022,8,6,218,2459798,21,2022,9,10,253,2459833,NA
44169,"mybackyard",40.149067,-76.331642,124,"PA",240,"Spinus","tristis","American goldfinch","Animalia",269621,310,"Fruit/seed consumption",2021,10,1,274,2459489,NA,2021,10,1,274,2459489,NA
47855,"home",40.198795,-79.3321,373,"PA",240,"Spinus","tristis","American goldfinch","Animalia",292957,310,"Fruit/seed consumption",2022,4,13,103,2459683,NA,2022,4,13,103,2459683,NA
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2022,10,5,278,2459858,NA,2023,9,6,249,2460194,1
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2023,9,9,252,2460197,2,2023,9,26,269,2460214,NA
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2024,8,30,243,2460553,NA,2024,8,30,243,2460553,NA
53580,"Clark Meadows",39.874573,-76.36657,172,"PA",240,"Spinus","tristis","American goldfinch","Animalia",325462,310,"Fruit/seed consumption",2024,6,27,179,2460489,34,2024,8,4,217,2460527,NA
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2025,8,7,219,2460895,31,2025,8,21,233,2460909,2
26897,"front side backyards",40.128613,-75.340515,39,"PA",240,"Spinus","tristis","American goldfinch","Animalia",195033,310,"Fruit/seed consumption",2025,9,2,245,2460921,10,2025,9,2,245,2460921,NA
53580,"Clark Meadows",39.874573,-76.36657,172,"PA",240,"Spinus","tristis","American goldfinch","Animalia",325462,310,"Fruit/seed consumption",2025,8,4,216,2460892,110,2025,8,4,216,2460892,NA
54118,"Wizard Ranch ",40.038269,-76.57164,NA,"PA",240,"Spinus","tristis","American goldfinch","Animalia",350261,310,"Fruit/seed consumption",2025,7,13,194,2460870,66,2025,7,13,194,2460870,5
8418,"my yard",32.363758,-94.873947,108,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,310,"Fruit/seed consumption",2013,1,6,6,2456299,3,2013,1,6,6,2456299,4
8418,"my yard",32.363758,-94.873947,108,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,310,"Fruit/seed consumption",2013,2,8,39,2456332,21,2013,2,17,48,2456341,3
8418,"my yard",32.363758,-94.873947,108,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,310,"Fruit/seed consumption",2013,2,24,55,2456348,4,2013,2,24,55,2456348,7
8418,"my yard",32.363758,-94.873947,108,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,310,"Fruit/seed consumption",2013,3,31,90,2456383,4,2013,3,31,90,2456383,10
8418,"my yard",32.363758,-94.873947,108,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,310,"Fruit/seed consumption",2013,4,21,111,2456404,11,2013,4,21,111,2456404,14
